CODMES_PLANIFICACION,FECDIA_TARGET,LLAMADAS_INGRESADAS_TARGET,CODMES_DATA_VARIABLES,LINEA,TRX_AGENTE,TRX_BCA_INTERNET,TRX_BCA_MOVIL,TRX_BCA_TELEFONO,TRX_CAJERO_AUTOMATICO,TRX_CAJERO_OTRAS_REDES,TRX_POS,TRX_APP_NEGOCIO,TRX_VENTANILLA,CLI_NORMAL_TOTAL_ODS,CLI_EXCL_TOTAL_ODS,CLI_SUPEREXCL_TOTAL_ODS,CLI_PEQYME_TOTAL_ODS,CLI_NO_BANCO_TOTAL_ODS,MAX_INGRESADAS_D_U1,MAX_INGRESADAS_D_U3,MAX_INGRESADAS_D_U6,MAX_INGRESADAS_U1,MAX_INGRESADAS_U3,MAX_INGRESADAS_U6,MIN_INGRESADAS_D_U1,MIN_INGRESADAS_D_U3,MIN_INGRESADAS_D_U6,MIN_INGRESADAS_U1,MIN_INGRESADAS_U3,MIN_INGRESADAS_U6,PROM_INGRESADAS_D_U1,PROM_INGRESADAS_D_U3,PROM_INGRESADAS_D_U6,PROM_INGRESADAS_U1,PROM_INGRESADAS_U3,PROM_INGRESADAS_U6,DIA_SEMANA_NUM,DIA_SEMANA_DES,TIPOLOGIA,CANT_DIAS_DESP_FACT_MEX_22,CANT_DIAS_DESP_FACT_ISA_10,CANT_DIAS_DESP_FACT_ISA_25,DIA_FACT_MEX_22,DIA_FACT_ISA_10,DIA_FACT_ISA_25
202105,20210810,41300,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,48273,48273,48273,48273,48273,48273,30227,25306,25306,4741,1093,1093,40244,34923,35443,31636,27713,28473,2,Mar,NORMAL,20,0,17,0,1,0
202106,20210921,26243,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,47708,48273,48273,47708,48273,48273,25610,25306,25306,4961,3224,1093,36225,35354,35315,30590,28680,28359,2,Mar,NORMAL,32,12,28,0,0,0
201709,20171221,17628,201707,PREGUNTAS FRECUENTES,19576997,17682032,33591440,4650930,20720228,207324,14814819,11229417,8730602,7379170,372774,35624,710605,11258323,19871,19871,24665,23669,23669,30178,14522,13340,9998,6978,2906,,17930,16336,16270,16595,14901,15390,4,Jue,NORMAL,30,12,27,0,0,0
201801,20180424,18081,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,23538,23538,34148,25770,31150,52376,16773,16773,13489,3593,3561,,20120,20280,19778,16074,17129,17070,2,Mar,NORMAL,2,15,32,0,0,0
201803,20180606,17061,201801,PREGUNTAS FRECUENTES,22863548,20928326,46006287,5239835,24745010,213865,17645482,12066962,8833508,7977605,386176,37134,736535,11057991,25432,25977,27181,25432,25977,52376,15627,15497,10979,6973,3593,3561,19212,19453,19693,17248,16745,17624,3,Mie,NORMAL,16,28,13,0,0,0
201807,20181020,14990,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,20794,25176,25176,33618,37631,37631,10100,10100,10100,6277,160,160,15744,17289,16430,20592,19939,18631,6,Sab,NORMAL,29,11,26,0,0,0
201809,20181218,23189,201807,PREGUNTAS FRECUENTES,26159191,16715570,64718773,5394037,26424635,229826,19469122,12705252,8631014,8288965,434194,40261,754472,11146591,30091,33003,33945,31032,33618,37631,20640,19253,160,7020,6277,160,23558,23840,22544,19713,19694,19327,2,Mar,NORMAL,27,8,24,0,0,0
201812,20190305,25564,201810,PREGUNTAS FRECUENTES,24654230,13900686,66148467,4897474,23587413,214995,20711900,11202992,7770839,8573327,404858,44848,768137,11155381,31714,31714,33003,37125,37125,37125,4237,0,0,4237,0,0,20606,21173,22506,20750,20394,20044,2,Mar,NORMAL,12,24,8,0,0,0
201903,20190619,24923,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,22130,32757,32757,37670,37670,37670,18999,18209,6972,7253,4331,0,20120,21807,22224,,19580,19992,3,Mie,NORMAL,29,9,26,0,0,0
201911,20200203,42330,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,44997,44997,44997,44997,45216,45216,30386,25988,8878,10021,8060,7274,35263,32676,31695,26158,25253,24894,1,Lun,PICO,13,25,9,0,0,0
202006,20200901,49175,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,55548,55548,55548,55548,55548,55548,39535,30463,25173,4383,3347,3347,45964,38705,34708,36850,31133,28425,2,Mar,PICO,11,23,7,0,0,0
202009,20201221,39210,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,45069,45801,52157,49175,49175,55548,34804,34804,31186,5002,5002,3347,39393,41161,40406,31135,31986,31562,1,Lun,NORMAL,30,12,27,0,0,0
201903,20190603,38873,201901,PREGUNTAS FRECUENTES,29072524,16016240,89285707,5383001,26681594,253261,24589082,13368536,8609430,8850426,416249,45354,783629,11133621,31059,31059,37125,37670,37670,37670,21404,19700,11253,7253,4331,0,25057,23859,24766,20085,19580,19992,1,Lun,PICO,13,25,9,0,0,0
202003,20200608,52157,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,46584,46584,46584,46584,46584,46584,29928,27003,25641,8267,4246,4246,38705,34258,33496,29555,25717,25324,1,Lun,NORMAL,18,30,15,0,0,0
202003,20200618,38732,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,32399,32399,32399,46584,46584,46584,24849,8751,8751,8267,4246,4246,30366,25621,26323,29555,25717,25324,4,Jue,NORMAL,28,8,25,0,0,0
202011,20210219,25495,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,34945,44944,45093,46040,49175,55548,30522,28475,28475,47,47,47,33020,33647,35752,29421,29853,31862,5,Vie,NORMAL,29,9,26,0,0,0
202012,20210301,41325,202010,PREGUNTAS FRECUENTES,32110250,20081004,200196957,3714111,13846029,174471,26810840,12101639,4535405,10986069,372159,46123,920737,10991341,40915,46040,46040,44381,46040,49175,37063,33958,33958,3138,47,47,39146,39258,40210,31187,29884,30935,1,Lun,PICO,7,20,4,0,0,0
201708,20171116,21697,201706,PREGUNTAS FRECUENTES,20013203,18525878,31795880,4676608,22462921,212273,15107971,10862897,8808583,7273233,372784,35469,706300,11299317,18620,24665,24665,20288,24665,30178,13340,9998,9998,5129,1956,1956,15883,15780,16748,14334,14297,15544,4,Jue,COSTADO,26,6,23,0,0,0
201801,20180404,22653,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,22952,25022,27181,25770,31150,52376,15497,10979,10844,3593,3561,3561,19279,19172,18616,16074,17129,17070,3,Mie,NORMAL,14,26,11,0,0,0
201804,20180724,20768,201802,PREGUNTAS FRECUENTES,22573796,17899090,43792695,4617457,24740209,228739,16662713,10828284,8038324,7866500,385921,37288,735264,11236811,26496,26496,26496,31540,31540,31540,17661,17661,16773,1037,1037,1037,20779,19936,20115,17631,17278,17202,2,Mar,NORMAL,2,15,30,0,0,0
201805,20180803,22982,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,24162,24162,31150,37631,37631,37631,17547,6973,6973,160,160,160,21529,19059,19327,19753,18217,17590,5,Vie,NORMAL,13,25,9,0,0,0
201807,20181019,19914,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,21618,24914,24914,33618,37631,37631,20357,13322,6973,6277,160,160,20966,20762,19525,20592,19939,18631,5,Vie,NORMAL,28,9,25,0,0,0
201807,20181026,20617,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,21618,24914,24914,33618,37631,37631,20357,13322,6973,6277,160,160,20966,20762,19525,20592,19939,18631,5,Vie,NORMAL,4,17,1,0,0,0
202010,20210120,35853,202008,PREGUNTAS FRECUENTES,38927275,25436166,242610485,5844746,19864084,274973,37050874,15224357,5606085,10691461,375682,46366,901104,11079282,33024,46774,49721,44489,49175,55548,30840,28912,28912,4937,4937,3347,31642,36493,37170,29030,30831,31973,3,Mie,NORMAL,30,11,27,0,0,0
202011,20210215,35430,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,46040,46040,52157,46040,49175,55548,33958,33958,33204,47,47,47,40231,39334,41210,29421,29853,31862,1,Lun,PICO,25,5,22,0,0,0
202011,20210218,27380,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,34354,44489,51367,46040,49175,55548,31579,28013,28013,47,47,47,32960,33985,36750,29421,29853,31862,4,Jue,NORMAL,28,8,25,0,0,0
202011,20210222,29125,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,46040,46040,52157,46040,49175,55548,33958,33958,33204,47,47,47,40231,39334,41210,29421,29853,31862,1,Lun,NORMAL,0,13,29,1,0,0
202105,20210806,43658,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,45075,45075,45075,48273,48273,48273,30081,11843,3138,4741,1093,1093,35789,29409,28961,31636,27713,28473,5,Vie,NORMAL,16,28,13,0,0,0
202108,20211112,31127,202106,PREGUNTAS FRECUENTES,40031318,22614634,232032657,3952760,19086504,320371,49135104,14050721,5237213,11754475,390853,46488,961483,11232845,41616,46949,46949,57793,57793,57793,31450,24523,11843,42,42,42,36330,36517,32667,33707,32712,30069,5,Vie,NORMAL,22,2,19,0,0,0
201707,20171012,23984,201705,PREGUNTAS FRECUENTES,18962956,17639908,27046262,4217649,21606778,204429,14140625,10683078,8661919,7221429,372910,35205,702648,10226720,16373,24665,24665,22635,28136,30178,13843,9998,8579,2906,1956,1956,15308,15814,16861,13827,14814,15888,4,Jue,NORMAL,21,2,18,0,0,0
201711,20180223,19117,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,23403,25913,25913,26234,52376,52376,7442,7442,,6684,,1956,16839,19503,17642,17483,18079,16178,5,Vie,NORMAL,1,14,30,0,0,1
201805,20180822,20899,201803,PREGUNTAS FRECUENTES,24418439,25429127,51917970,5674372,26620754,239631,19173552,12447926,8862078,7923383,404699,39578,738906,11232374,37631,37631,37631,37631,37631,37631,16903,15627,15497,160,160,160,23576,20792,20144,19753,18217,17590,3,Mie,NORMAL,0,13,29,1,0,0
201807,20181005,22571,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,21618,24914,24914,33618,37631,37631,20357,13322,6973,6277,160,160,20966,20762,19525,20592,19939,18631,5,Vie,NORMAL,14,26,11,0,0,0
201901,20190408,24914,201811,PREGUNTAS FRECUENTES,27710030,15588233,82088688,5679056,27272597,228776,23701947,12378676,8378518,8671602,404991,45017,773389,11162806,24417,37125,37125,32757,37125,37125,19700,15238,11253,4331,4237,0,22431,24987,24350,19364,20569,19837,1,Lun,NORMAL,18,30,15,0,0,0
201906,20190928,21849,201904,PREGUNTAS FRECUENTES,29594440,15762880,98246181,4749534,26300017,258366,26380835,13171616,7983174,9139838,390202,45718,797748,11102907,24657,24657,26367,38873,38873,38873,14854,14482,14482,7274,6019,4331,18599,17938,18031,21757,21603,20597,6,Sab,NORMAL,6,19,3,0,0,0
201911,20200208,19158,201909,PREGUNTAS FRECUENTES,32129071,21149238,131585463,4799418,24812687,287797,27742631,13407752,8062726,9641578,372957,45941,825624,11031132,27245,27245,31315,44997,45216,45216,14900,14900,14854,10021,8060,7274,22139,21338,21258,26158,25253,24894,6,Sab,NORMAL,18,30,15,0,0,0
201912,20200309,29928,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,45016,45016,45016,45016,45016,45216,25641,25641,8878,5048,5048,5048,32976,32734,32261,24205,24934,25290,1,Lun,NORMAL,17,29,14,0,0,0
202001,20200428,30463,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,28620,40248,45216,37284,45016,45216,25173,17437,14517,4246,4246,4246,26232,28492,29322,22552,24285,24891,2,Mar,NORMAL,6,19,3,0,0,0
202005,20200812,31470,202003,PREGUNTAS FRECUENTES,32954528,29827421,213143503,5300888,15386245,205735,24165692,13382570,4134045,10146299,374361,46144,848741,10963836,35625,38063,38063,47829,47829,47829,32223,26639,4246,3347,3347,,33842,32498,28518,30161,28737,26329,3,Mie,NORMAL,22,2,19,0,0,0
202006,20200904,44944,202004,PREGUNTAS FRECUENTES,33740715,26609809,209363260,4386032,14487279,202826,25155820,11239621,4051101,10246677,372946,46209,858411,10970762,45093,47829,47829,55548,55548,55548,37616,9036,9036,4383,3347,,40324,34425,31208,36850,31133,28425,5,Vie,NORMAL,14,26,11,0,0,0
202009,20201219,30259,202007,PREGUNTAS FRECUENTES,34795510,24152338,211006951,4421745,16881914,217955,30230609,13335406,5340549,10573422,375555,46404,888791,11093658,26928,31662,43882,49175,49175,55548,20730,20730,18459,5002,5002,3347,23174,24997,,31135,31986,31562,6,Sab,NORMAL,28,9,25,0,0,0
202011,20210210,28062,202009,PREGUNTAS FRECUENTES,35336229,21607684,213019606,5213560,17861039,215652,33231462,13208795,5385680,10807893,372659,46233,907711,11068659,37488,46774,49721,46040,49175,55548,31096,28912,28912,47,47,47,34920,35218,37335,29421,29853,31862,3,Mie,NORMAL,20,0,17,0,1,0
202106,20210909,27374,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,39178,40157,40157,47708,48273,48273,25767,20315,20315,4961,3224,1093,33876,31467,31487,30590,28680,28359,4,Jue,NORMAL,19,32,16,0,0,0
201711,20180219,17315,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,23439,52376,52376,26234,52376,52376,21128,16985,11548,6684,3825,1956,21984,23862,20680,17483,18079,16178,1,Lun,NORMAL,29,9,26,0,0,0
201801,20180412,20368,201711,PREGUNTAS FRECUENTES,21579067,21654629,41671586,4982751,25585460,218248,16883602,11026213,8544474,7650227,381405,36774,723083,11248888,19698,26234,26234,25770,31150,52376,15429,13796,13340,3593,3561,3561,17014,18899,18420,16074,17129,17070,4,Jue,NORMAL,22,2,19,0,0,0
201811,20190213,18209,201809,PREGUNTAS FRECUENTES,25762480,14920556,67629067,5008295,26018046,224517,21193583,12073129,8536788,8488926,404674,44715,762868,11132550,30429,30429,30429,32369,36394,36394,20538,6972,6972,7793,0,0,25104,22196,22430,21626,20048,19828,3,Mie,NORMAL,23,3,20,0,0,0
201904,20190725,26479,201902,PREGUNTAS FRECUENTES,28662377,14962854,87114481,4609903,25780818,228069,24099294,11672087,7582095,8950986,392847,45333,788880,11125003,23196,30789,32369,34108,37670,37670,12205,12205,7910,6019,6019,4237,18291,19678,20887,20319,,20242,4,Jue,NORMAL,3,16,0,0,0,1
201905,20190810,21439,201903,PREGUNTAS FRECUENTES,31397448,14698664,100703425,5673544,26916515,292812,26699689,13956227,8469653,9043973,390006,45511,791135,11115779,22166,26367,26750,33709,37670,37670,15990,14482,14482,6935,6019,4237,19013,18273,18488,22697,21042,20432,6,Sab,NORMAL,20,0,17,0,0,0
201909,20191209,25641,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,43096,43096,43096,45216,45216,45216,25988,8878,8878,8060,,6019,32823,31821,30466,25147,25645,23635,1,Lun,EFECTO F,18,30,15,0,0,0
201912,20200324,40751,201910,PREGUNTAS FRECUENTES,31997390,21252831,131411861,4475822,24390914,287465,27679274,12517094,7598798,9721653,373013,46022,831335,11028780,35996,40248,45216,45016,45016,45216,17437,14517,14517,5048,5048,5048,26575,29092,30354,24205,24934,25290,2,Mar,NORMAL,2,15,29,0,0,0
202001,20200420,34202,201911,PREGUNTAS FRECUENTES,26070493,18505054,127451253,4991536,17702507,231403,20381756,10694171,5442165,9766305,373015,46091,835311,11032393,34580,45016,45016,37284,45016,45216,27152,25641,25641,4246,4246,4246,29924,32741,32510,22552,24285,24891,1,Lun,NORMAL,30,11,27,0,0,0
202002,20200505,36070,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,29769,35996,45216,42330,45016,45216,25257,17437,14517,8532,4246,4246,28014,26912,28926,24998,23895,24574,2,Mar,COSTADO,14,26,11,0,0,0
202002,20200529,47829,201912,PREGUNTAS FRECUENTES,18735394,20960890,124185019,4859963,8685418,154081,12023549,8492585,2918414,9844046,373620,46094,836721,10992498,33221,37284,37284,42330,45016,45216,22667,22667,13779,8532,4246,4246,26138,26980,26395,24998,23895,24574,5,Vie,NORMAL,7,20,4,0,0,0
202003,20200627,29773,202001,PREGUNTAS FRECUENTES,22625651,25316943,151028645,4961667,9979372,150797,14729616,9635624,3103533,9937486,373729,46113,838458,10970685,37418,37418,37418,46584,46584,46584,20848,17634,14900,8267,4246,4246,28025,24459,22810,29555,25717,25324,6,Sab,NORMAL,5,18,2,0,0,0
202101,20210405,42615,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,44799,46040,46040,44799,46040,49175,36614,33958,33958,5315,47,47,40594,40009,40173,29872,30168,30499,1,Lun,PICO,15,27,12,0,0,0
202101,20210417,20058,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,32154,32154,32154,44799,46040,49175,24035,22667,20730,5315,47,47,27791,27536,26094,29872,30168,30499,6,Sab,NORMAL,27,7,24,0,0,0
202107,20211005,39293,202105,PREGUNTAS FRECUENTES,38208438,22016229,231341747,3145736,18101454,295121,44252799,14310581,5471112,11590924,390839,46410,957687,11161890,45939,48273,48273,53594,53594,53594,36628,25610,25306,10851,4741,1093,39643,38513,35620,34117,32087,29030,2,Mar,NORMAL,14,26,11,0,0,0
201711,20180209,16419,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,23403,25913,25913,26234,52376,52376,7442,7442,7442,6684,3825,1956,16839,19503,17642,17483,18079,16178,5,Vie,NORMAL,19,32,16,0,1,0
201806,20180929,21436,201804,PREGUNTAS FRECUENTES,24594693,17339765,48714205,4829997,22771520,223288,18390153,11958279,8486633,8021856,404929,39734,743574,11212992,25176,25176,25176,30270,37631,37631,14289,14133,12594,6279,160,160,19086,17138,16083,19458,18956,17857,6,Sab,PICO,7,20,4,0,0,0
201907,20191028,30723,201905,PREGUNTAS FRECUENTES,31909656,15075183,101359451,4706473,25387783,262051,25663219,12363029,7839206,9225119,389981,45914,803938,11100823,40878,40878,40878,40878,40878,40878,8878,8878,8878,8047,6935,6019,29097,29404,27660,24918,23139,21549,1,Lun,NORMAL,6,19,3,0,0,0
201909,20191205,31259,201907,PREGUNTAS FRECUENTES,33326005,23142805,121829500,5185935,26105220,280016,27117702,13445473,7786188,9447250,390705,46227,815446,11045921,35558,38350,38350,45216,45216,45216,23327,23288,12205,8060,8047,6019,26708,27568,25307,25147,25645,23635,4,Jue,NORMAL,14,26,11,0,0,0
202101,20210422,24862,202011,PREGUNTAS FRECUENTES,37514287,24498555,225218855,4341589,17312105,210314,34216886,14239011,5676178,10997764,373939,46111,926343,11140243,36731,40055,44489,44799,46040,49175,33900,22058,22058,5315,47,47,34762,33702,34622,29872,30168,30499,4,Jue,NORMAL,0,13,29,1,0,0
202105,20210805,36412,202103,PREGUNTAS FRECUENTES,38769826,28276894,239503185,4469183,19578786,283172,44117885,15856265,5497118,11365919,391451,46232,946860,11168596,40157,40157,40157,48273,48273,48273,31729,20315,20315,4741,1093,1093,36233,30460,31496,31636,27713,28473,4,Jue,NORMAL,15,27,12,0,0,0
202106,20210917,27754,202104,PREGUNTAS FRECUENTES,38933731,22403207,237205820,3535091,18840978,302627,45057642,14391091,5297676,11458563,391205,46329,952640,11176270,35547,45075,45075,47708,48273,48273,24523,11843,7072,4961,3224,1093,31768,30373,29536,30590,28680,28359,5,Vie,NORMAL,27,7,24,0,0,0
201706,20170908,17969,201704,PREGUNTAS FRECUENTES,19188289,18377882,28731093,4324902,22449632,215231,14615238,10630222,8993811,7149906,372915,35075,698151,10142657,20724,20724,24043,24665,30178,30178,14016,5595,5595,1956,1956,1956,17382,16250,16938,14744,15886,16133,5,Vie,NORMAL,18,30,15,0,1,0
201711,20180215,21866,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,26234,26234,26234,26234,52376,52376,13796,13796,9998,6684,3825,1956,19387,19288,17469,17483,18079,16178,4,Jue,PICO,25,5,22,0,0,0
201712,20180302,22534,201710,PREGUNTAS FRECUENTES,18841866,13396467,34710288,4469190,22066636,198822,14948993,10024278,7996545,7573236,381387,36626,718492,11256520,31150,31150,31150,31150,52376,52376,11963,7442,7442,3561,3561,2906,21365,20153,18408,17841,18483,16692,5,Vie,COSTADO,8,21,5,0,0,0
201908,20191119,30041,201906,PREGUNTAS FRECUENTES,33938703,20441741,117245434,5090118,26471831,290617,27458348,13789149,8248406,9349330,389805,46152,810327,11063646,35868,35960,35960,40958,40958,40958,26166,22489,19676,8889,7274,6019,30591,29646,27480,26856,24540,22791,2,Mar,NORMAL,29,9,26,0,0,0
201707,20171005,20507,201705,PREGUNTAS FRECUENTES,18962956,17639908,27046262,4217649,21606778,204429,14140625,10683078,8661919,7221429,372910,35205,702648,10226720,16373,24665,24665,22635,28136,30178,13843,9998,8579,2906,1956,1956,15308,15814,16861,13827,14814,15888,4,Jue,NORMAL,14,26,11,0,0,0
201711,20180203,15413,201709,PREGUNTAS FRECUENTES,19892305,16989704,35782118,4729482,23005504,218324,15838015,11757880,8626043,7509030,381136,36446,713877,11257072,17937,22026,22026,26234,52376,52376,14700,14215,6698,6684,3825,1956,16071,16305,14475,17483,18079,16178,6,Sab,NORMAL,13,25,9,0,0,0
201803,20180620,26310,201801,PREGUNTAS FRECUENTES,22863548,20928326,46006287,5239835,24745010,213865,17645482,12066962,8833508,7977605,386176,37134,736535,11057991,25432,25977,27181,25432,25977,52376,15627,15497,10979,6973,3593,3561,19212,19453,19693,17248,16745,17624,3,Mie,NORMAL,30,11,27,0,0,0
201807,20181027,17956,201805,PREGUNTAS FRECUENTES,24670267,17547908,53707337,4920382,23561112,216498,17593675,11327287,8174754,8123328,404993,39892,746813,11184207,20794,25176,25176,33618,37631,37631,10100,10100,10100,6277,160,160,15744,17289,16430,20592,19939,18631,6,Sab,NORMAL,5,18,2,0,0,0
